title,release_year,score,popularity,genre2
Lupin III: Otakara Henkyaku Daisakusen!!,2003-08-01,7.45,6048,Adventure
Lupin III: Otakara Henkyaku Daisakusen!!,2003-08-01,7.45,6048,Mystery
Lupin III: Otakara Henkyaku Daisakusen!!,2003-08-01,7.45,6048,Comedy
Lupin III: Otakara Henkyaku Daisakusen!!,2003-08-01,7.45,6048,Seinen
Genshi Shounen Ryuu,1971-10-30,6.39,8799,Action
Genshi Shounen Ryuu,1971-10-30,6.39,8799,Sci-Fi
Genshi Shounen Ryuu,1971-10-30,6.39,8799,Adventure
Genshi Shounen Ryuu,1971-10-30,6.39,8799,Romance
Genshi Shounen Ryuu,1971-10-30,6.39,8799,Shounen
Toko-chan Chokkin,1995-04-10,6.05,14980,Kids
Toko-chan Chokkin,1995-04-10,6.05,14980,Slice of Life
Toko-chan Chokkin,1995-04-10,6.05,14980,Adventure
Toko-chan Chokkin,1995-04-10,6.05,14980,Historical
Crush Gear Nitro,2003-02-02,6.39,9364,Cars
Crush Gear Nitro,2003-02-02,6.39,9364,Shounen
Crush Gear Nitro,2003-02-02,6.39,9364,Sports
Fushigi na Koala Blinky,1984-07-07,6.39,10314,Adventure
Fushigi na Koala Blinky,1984-07-07,6.39,10314,Comedy
Fushigi na Koala Blinky,1984-07-07,6.39,10314,Kids
Fushigi na Koala Blinky,1984-07-07,6.39,10314,Fantasy
Doraemon Anniversary 25,2004-03-06,6.39,12306,Comedy
Doraemon Anniversary 25,2004-03-06,6.39,12306,Kids
Doraemon Anniversary 25,2004-03-06,6.39,12306,Sci-Fi
Doraemon Anniversary 25,2004-03-06,6.39,12306,Shounen
Tobidase! Bacchiri,1966-11-14,5.94,13657,Comedy
Tobidase! Bacchiri,1966-11-14,5.94,13657,Kids
Tobidase! Bacchiri,1966-11-14,5.94,13657,Mystery
Kuzu no Honkai,2017-01-13,7.45,287,Drama
Kuzu no Honkai,2017-01-13,7.45,287,Romance
Kuzu no Honkai,2017-01-13,7.45,287,School
Kuzu no Honkai,2017-01-13,7.45,287,Seinen
Tokyo Art Month,2011-10-01,4.45,15348,Dementia
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,2016-12-31,7.45,3200,Action
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,2016-12-31,7.45,3200,Horror
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,2016-12-31,7.45,3200,Supernatural
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,2016-12-31,7.45,3200,Drama
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,2016-12-31,7.45,3200,Fantasy
Kemonozume,2006-08-06,7.45,1843,Action
Kemonozume,2006-08-06,7.45,1843,Horror
Kemonozume,2006-08-06,7.45,1843,Demons
Kemonozume,2006-08-06,7.45,1843,Supernatural
Kemonozume,2006-08-06,7.45,1843,Romance
Buddy Go!,2016-04-06,6.39,6347,Comedy
Buddy Go!,2016-04-06,6.39,6347,Romance
Buddy Go!,2016-04-06,6.39,6347,Shoujo
Kekkai Sensen: Ousama no Restaurant no Ousama,2016-06-03,7.45,2735,Action
Kekkai Sensen: Ousama no Restaurant no Ousama,2016-06-03,7.45,2735,Comedy
Kekkai Sensen: Ousama no Restaurant no Ousama,2016-06-03,7.45,2735,Super Power
Kekkai Sensen: Ousama no Restaurant no Ousama,2016-06-03,7.45,2735,Supernatural
Kekkai Sensen: Ousama no Restaurant no Ousama,2016-06-03,7.45,2735,Fantasy
Kekkai Sensen: Ousama no Restaurant no Ousama,2016-06-03,7.45,2735,Shounen
Tokyo 2164,2014-12-01,4.58,14264,Sci-Fi
Joshiraku OVA,2013-02-08,7.45,3882,Slice of Life
Joshiraku OVA,2013-02-08,7.45,3882,Comedy
Joshiraku OVA,2013-02-08,7.45,3882,Shounen
Handa-kun,2016-07-08,7.45,727,Slice of Life
Handa-kun,2016-07-08,7.45,727,Comedy
Handa-kun,2016-07-08,7.45,727,Shounen
Anne no Nikki: Anne Frank Monogatari,1979-09-28,6.39,10378,Drama
Anne no Nikki: Anne Frank Monogatari,1979-09-28,6.39,10378,Historical
Changjiang Qi Hao Ai Diqiu,2010-07-09,6.39,11942,Kids
Wonder Garden,2013-10-19,6.4,5742,Fantasy
Yotsunoha,2008-02-29,6.4,4327,Romance
Yotsunoha,2008-02-29,6.4,4327,School
Blassreiter: Navi,2008-06-22,6.39,6494,Action
Blassreiter: Navi,2008-06-22,6.39,6494,Sci-Fi
Tokyo Futago Athletic,2016-12-30,6.72,11916,Comedy
Tokyo Futago Athletic,2016-12-30,6.72,11916,Sports
Tomo: Tabidachi no Toki,2013-08-01,5.26,16154,Music
Tomo: Tabidachi no Toki,2013-08-01,5.26,16154,Kids
Tomodachi de Iyou ne,1992-01-01,6.65,15038,Kids
Tomodachi de Iyou ne,1992-01-01,6.65,15038,Slice of Life
Tomoyo,2011-08-02,5.1,15546,Music
Tomoyo,2011-08-02,5.1,15546,Kids
Tonari no Tamageta-kun,1974-04-05,6.1,13208,Comedy
Tonari no Tamageta-kun,1974-04-05,6.1,13208,Sci-Fi
Takoyaki Mant-Man,1998-04-04,6.4,12313,Comedy
Takoyaki Mant-Man,1998-04-04,6.4,12313,Sci-Fi
Shoujo-tachi wa Kouya wo Mezasu: Iubeki Monokashira,2016-03-25,6.4,4280,School
RPG Densetsu Hepoi,1990-10-06,6.4,11687,Adventure
RPG Densetsu Hepoi,1990-10-06,6.4,11687,Fantasy
Tonosama Gaeru,2004-04-02,3.43,16079,Music
Tonosama Gaeru,2004-04-02,3.43,16079,Comedy
Tonosama Gaeru,2004-04-02,3.43,16079,Kids
Toppuku Kyousou Kyoku,1996-06-28,6.08,14313,Comedy
Toppuku Kyousou Kyoku,1996-06-28,6.08,14313,Shounen
Rerere no Tensai Bakabon,1999-10-19,6.4,11457,Comedy
Totan Yane no Waltz,1985-10-01,5.26,15896,Kids
Totan Yane no Waltz,1985-10-01,5.26,15896,Music
Touch: Tobidashi wa Out Da yo!,1987-01-01,6.74,13348,Sports
Touch: Tobidashi wa Out Da yo!,1987-01-01,6.74,13348,Kids
Train Heroes Movie,2014-02-22,6.8,14618,Kids
Tsuki,2006-10-02,4.72,16124,Kids
Tsuki,2006-10-02,4.72,16124,Music
Tsunagaru,2011-11-24,5.36,15821,Music
Tsuri Baka Nisshi,2002-11-02,5.98,12336,Slice of Life
Tsuri Baka Nisshi,2002-11-02,5.98,12336,Comedy
Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,1993-12-05,6.38,12745,Comedy
Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,1993-12-05,6.38,12745,Drama
Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,1993-12-05,6.38,12745,Romance
Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,1993-12-05,6.38,12745,School
Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,1993-12-05,6.38,12745,Shounen
Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,1993-12-05,6.38,12745,Slice of Life
TWD Express Rolling Takeoff,1987-07-14,5.68,13159,Adventure
TWD Express Rolling Takeoff,1987-07-14,5.68,13159,Sci-Fi
Uchuu Bouei-tai Taabou no Shinkirou Hoshi wo Sukue!,1993-01-01,6.11,15373,Kids
Uchuu Bouei-tai Taabou no Shinkirou Hoshi wo Sukue!,1993-01-01,6.11,15373,Sci-Fi
Ukkari Pénélope OVA,2007-11-23,5.5600000000000005,13620,Fantasy
Ushinawareta Choushoku,2015-01-13,5.12,15572,Dementia
Ushinawareta Choushoku,2015-01-13,5.12,15572,Psychological
Washimo 6th Season,2018-04-02,5.8,15350,Sci-Fi
Washimo 6th Season,2018-04-02,5.8,15350,Slice of Life
Washimo 6th Season,2018-04-02,5.8,15350,Comedy
Washimo 6th Season,2018-04-02,5.8,15350,Kids
Washimo 6th Season,2018-04-02,5.8,15350,School
Watanuki-san Chi no,2019-04-19,5.71,9996,Slice of Life
Wonder 3 Pilot,1965-01-01,5.84,13674,Action
Wonder 3 Pilot,1965-01-01,5.84,13674,Adventure
Wonder 3 Pilot,1965-01-01,5.84,13674,Comedy
Wonder 3 Pilot,1965-01-01,5.84,13674,Sci-Fi
Wonder-kun no Hatsu Yume Uchuu Ryokou,1969-01-02,5.2,13147,Adventure
Pokemon: Pikachu no Obake Carnival,2005-08-01,6.4,5834,Adventure
Pokemon: Pikachu no Obake Carnival,2005-08-01,6.4,5834,Comedy
Pokemon: Pikachu no Obake Carnival,2005-08-01,6.4,5834,Fantasy
Pokemon: Pikachu no Obake Carnival,2005-08-01,6.4,5834,Kids
Pokemon XY: Odemashi Ko Majin Hoopa,2015-06-19,6.4,6356,Action
Pokemon XY: Odemashi Ko Majin Hoopa,2015-06-19,6.4,6356,Fantasy
Pokemon XY: Odemashi Ko Majin Hoopa,2015-06-19,6.4,6356,Kids
Xiong Chumo Zhi: Chunri Dui Dui Peng,2014-11-27,4.47,14370,Adventure
Xiong Chumo Zhi: Chunri Dui Dui Peng,2014-11-27,4.47,14370,Comedy
Xiong Chumo Zhi: Chunri Dui Dui Peng,2014-11-27,4.47,14370,Kids
Pokemon XY: New Year's Eve 2014 Super Mega Special,2014-12-31,6.4,7426,Action
Pokemon XY: New Year's Eve 2014 Super Mega Special,2014-12-31,6.4,7426,Adventure
Pokemon XY: New Year's Eve 2014 Super Mega Special,2014-12-31,6.4,7426,Comedy
Pokemon XY: New Year's Eve 2014 Super Mega Special,2014-12-31,6.4,7426,Fantasy
Pokemon XY: New Year's Eve 2014 Super Mega Special,2014-12-31,6.4,7426,Kids
Panda no Daibouken,1973-03-17,6.4,11075,Adventure
Panda no Daibouken,1973-03-17,6.4,11075,Kids
Pia Carrot e Youkoso!! 2 DX,1999-12-18,6.4,8119,Comedy
Pia Carrot e Youkoso!! 2 DX,1999-12-18,6.4,8119,Romance
Okusama wa Joshikousei (TV),2005-07-02,6.4,3213,Slice of Life
Okusama wa Joshikousei (TV),2005-07-02,6.4,3213,Comedy
Okusama wa Joshikousei (TV),2005-07-02,6.4,3213,Romance
Okusama wa Joshikousei (TV),2005-07-02,6.4,3213,Drama
Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,2019-12-05,6.4,4177,Comedy
Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,2019-12-05,6.4,4177,Romance
Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,2019-12-05,6.4,4177,School
Oyako Nezumi no Fushigi na Tabi,1978-03-11,6.4,11722,Adventure
Nurarihyon no Mago Recaps,2010-09-28,6.4,4018,Action
Nurarihyon no Mago Recaps,2010-09-28,6.4,4018,Supernatural
Nurarihyon no Mago Recaps,2010-09-28,6.4,4018,Demons
Nurarihyon no Mago Recaps,2010-09-28,6.4,4018,Shounen
"Yakeato no, Okashi no Ki",2006-08-15,6.58,13493,Drama
"Yakeato no, Okashi no Ki",2006-08-15,6.58,13493,Kids
Musaigen no Phantom World: Limitless Phantom World,2016-04-06,6.4,3432,Comedy
Musaigen no Phantom World: Limitless Phantom World,2016-04-06,6.4,3432,Supernatural
Musaigen no Phantom World: Limitless Phantom World,2016-04-06,6.4,3432,Fantasy
Yakusoku (2011),2011-01-01,4.47,16259,Drama
Yakusoku (2011),2011-01-01,4.47,16259,Supernatural
Mini Hama: Minimum Hamatora,2015-11-01,6.4,6785,Comedy
Mini Hama: Minimum Hamatora,2015-11-01,6.4,6785,Mystery
Mini Hama: Minimum Hamatora,2015-11-01,6.4,6785,School
Mini Hama: Minimum Hamatora,2015-11-01,6.4,6785,Shounen
Mini Hama: Minimum Hamatora,2015-11-01,6.4,6785,Super Power
Maze☆Bakunetsu Jikuu: Hot Springs,2004-10-23,6.4,9734,Action
Maze☆Bakunetsu Jikuu: Hot Springs,2004-10-23,6.4,9734,Comedy
Maze☆Bakunetsu Jikuu: Hot Springs,2004-10-23,6.4,9734,Ecchi
Maze☆Bakunetsu Jikuu: Hot Springs,2004-10-23,6.4,9734,Fantasy
Yama ni Kagayaku: Guide-ken Heiji Gou,2012-04-21,5.79,14207,Drama
Yama ni Kagayaku: Guide-ken Heiji Gou,2012-04-21,5.79,14207,Slice of Life
Megami Kouhosei Special Curriculum,2002-05-25,6.4,6188,Action
Megami Kouhosei Special Curriculum,2002-05-25,6.4,6188,Mecha
Megami Kouhosei Special Curriculum,2002-05-25,6.4,6188,Military
Megami Kouhosei Special Curriculum,2002-05-25,6.4,6188,Sci-Fi
Megami Kouhosei Special Curriculum,2002-05-25,6.4,6188,Space
Macross II: Lovers Again,1992-05-21,6.4,4536,Adventure
Macross II: Lovers Again,1992-05-21,6.4,4536,Space
Macross II: Lovers Again,1992-05-21,6.4,4536,Mecha
Macross II: Lovers Again,1992-05-21,6.4,4536,Military
Macross II: Lovers Again,1992-05-21,6.4,4536,Sci-Fi
Macross II: Lovers Again,1992-05-21,6.4,4536,Shounen
Kitty's Paradise,1994-04-06,6.4,9744,Fantasy
Kitty's Paradise,1994-04-06,6.4,9744,Kids
Kite Liberator,2008-03-21,6.4,3140,Action
Kite Liberator,2008-03-21,6.4,3140,Sci-Fi
Kite Liberator,2008-03-21,6.4,3140,Drama
Kinnikuman: Seigi Choujin vs. Senshi Choujin,1986-12-20,6.4,11093,Action
Kinnikuman: Seigi Choujin vs. Senshi Choujin,1986-12-20,6.4,11093,Comedy
Kinnikuman: Seigi Choujin vs. Senshi Choujin,1986-12-20,6.4,11093,Sports
Kinnikuman: Seigi Choujin vs. Senshi Choujin,1986-12-20,6.4,11093,Shounen
Kinnikuman: Seigi Choujin vs. Kodai Choujin,1985-03-16,6.4,10955,Action
Kinnikuman: Seigi Choujin vs. Kodai Choujin,1985-03-16,6.4,10955,Comedy
Kinnikuman: Seigi Choujin vs. Kodai Choujin,1985-03-16,6.4,10955,Sports
Kinnikuman: Seigi Choujin vs. Kodai Choujin,1985-03-16,6.4,10955,Shounen
Wu Kong Da Zhan Er Lang Shen,2007-06-01,7.0,15870,Action
Wu Kong Da Zhan Er Lang Shen,2007-06-01,7.0,15870,Adventure
Ketsuekigata-kun! 4,2016-01-12,6.4,7764,Comedy
"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",2008-12-26,6.4,9627,Ecchi
Xi Yang Yang Yu Hui Tai Lang: Zhi Fei Ma Qi Yu Ji,2014-01-16,5.42,15469,Adventure
Xi Yang Yang Yu Hui Tai Lang: Zhi Fei Ma Qi Yu Ji,2014-01-16,5.42,15469,Comedy
Xi Yang Yang Yu Hui Tai Lang: Zhi Fei Ma Qi Yu Ji,2014-01-16,5.42,15469,Kids
Juusenshi Gulkeeva,1995-04-04,6.4,8839,Action
Juusenshi Gulkeeva,1995-04-04,6.4,8839,Fantasy
Juusenshi Gulkeeva,1995-04-04,6.4,8839,Mecha
Juusenshi Gulkeeva,1995-04-04,6.4,8839,Super Power
Tsuzuki wo Kangaeru Monogatari,2010-04-18,5.44,14089,Drama
Tteodori Kkachi,1987-05-05,6.55,14994,Drama
Tteodori Kkachi,1987-05-05,6.55,14994,Sports
Ttoli Janggun,1978-01-01,5.07,14469,Action
Ttoli Janggun,1978-01-01,5.07,14469,Drama
Ttoli Janggun,1978-01-01,5.07,14469,Shounen
Tokai no Butchy,1995-06-29,6.31,13658,Romance
Tokai no Butchy,1995-06-29,6.31,13658,Music
Uniminipet,2001-06-15,6.53,13899,Adventure
Uniminipet,2001-06-15,6.53,13899,Fantasy
Tobidase! Dokan-kun,2011-10-26,6.12,15913,Comedy
Tobidase! Dokan-kun,2011-10-26,6.12,15913,Mecha
Wanwanwan Coin,2015-11-30,5.5600000000000005,14868,Comedy
Wansa-kun OVA,1974-01-01,6.93,13937,Comedy
Wansa-kun OVA,1974-01-01,6.93,13937,Kids
Xi Yang Yang Yu Hui Tai Lang: Zhi Yang Nian Xi Yang Yang,2015-01-31,5.37,15487,Adventure
Xi Yang Yang Yu Hui Tai Lang: Zhi Yang Nian Xi Yang Yang,2015-01-31,5.37,15487,Comedy
Xi Yang Yang Yu Hui Tai Lang: Zhi Yang Nian Xi Yang Yang,2015-01-31,5.37,15487,Kids
Gowapper 5 Gordam,1976-04-04,6.4,11319,Action
Gowapper 5 Gordam,1976-04-04,6.4,11319,Adventure
Gowapper 5 Gordam,1976-04-04,6.4,11319,Mecha
Gowapper 5 Gordam,1976-04-04,6.4,11319,Sci-Fi
Geobreeders: File-X Chibi Neko Dakkan,1998-05-21,6.4,7688,Adventure
Geobreeders: File-X Chibi Neko Dakkan,1998-05-21,6.4,7688,Comedy
Geobreeders: File-X Chibi Neko Dakkan,1998-05-21,6.4,7688,Shounen
Geobreeders: File-X Chibi Neko Dakkan,1998-05-21,6.4,7688,Supernatural
Fate/Grand Order: Himuro no Tenchi - 7-nin no Saikyou Ijin-hen,2017-12-31,6.4,4264,Comedy
Fate/Grand Order: Himuro no Tenchi - 7-nin no Saikyou Ijin-hen,2017-12-31,6.4,4264,School
Ginga Reppuu Baxingar,1982-07-06,6.4,10207,Action
Ginga Reppuu Baxingar,1982-07-06,6.4,10207,Adventure
Ginga Reppuu Baxingar,1982-07-06,6.4,10207,Mecha
Fate/Extra: Last Encore,2018-01-28,6.4,976,Action
Fate/Extra: Last Encore,2018-01-28,6.4,976,Fantasy
Fate/Extra: Last Encore,2018-01-28,6.4,976,Magic
"Eikoku Ikka, Nihon wo Taberu",2015-04-12,6.4,9470,Comedy
"Eikoku Ikka, Nihon wo Taberu",2015-04-12,6.4,9470,Slice of Life
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,2013-01-26,6.4,5970,Comedy
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,2013-01-26,6.4,5970,Ecchi
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,2013-01-26,6.4,5970,Parody
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,2013-01-26,6.4,5970,School
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,2013-01-26,6.4,5970,Shounen
Dollfro: Iyashi-hen,2019-10-05,6.44,10172,Comedy
Yamiyo no Jidaigeki (OVA),1995-08-02,5.06,13695,Historical
Yamiyo no Jidaigeki (OVA),1995-08-02,5.06,13695,Horror
"Yamasuki, Yamazaki",2013-01-01,4.61,16155,Dementia
"Yamasuki, Yamazaki",2013-01-01,4.61,16155,Music
Demon Dance Tokyo,2016-10-19,6.4,13698,Music
Demashita! Powerpuff Girls Z,2006-07-01,6.4,3132,Action
Demashita! Powerpuff Girls Z,2006-07-01,6.4,3132,Comedy
Demashita! Powerpuff Girls Z,2006-07-01,6.4,3132,Magic
Demashita! Powerpuff Girls Z,2006-07-01,6.4,3132,School
Demashita! Powerpuff Girls Z,2006-07-01,6.4,3132,Sci-Fi
Demashita! Powerpuff Girls Z,2006-07-01,6.4,3132,Shoujo
Demashita! Powerpuff Girls Z,2006-07-01,6.4,3132,Slice of Life
Demashita! Powerpuff Girls Z,2006-07-01,6.4,3132,Super Power
Daisuki! Hello Kitty,1993-10-05,6.4,8116,Fantasy
Daisuki! Hello Kitty,1993-10-05,6.4,8116,Kids
Code Geass: Soubou no Oz Picture Drama,2013-01-10,6.4,4316,Action
Code Geass: Soubou no Oz Picture Drama,2013-01-10,6.4,4316,Drama
Code Geass: Soubou no Oz Picture Drama,2013-01-10,6.4,4316,Mecha
Code Geass: Soubou no Oz Picture Drama,2013-01-10,6.4,4316,Military
Code Geass: Soubou no Oz Picture Drama,2013-01-10,6.4,4316,School
Code Geass: Soubou no Oz Picture Drama,2013-01-10,6.4,4316,Supernatural
Xiong Chumo Zhi: Conglin Zongdongyuan,2013-07-13,4.38,14393,Comedy
Xiong Chumo Zhi: Conglin Zongdongyuan,2013-07-13,4.38,14393,Kids
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,2017-10-12,6.4,838,Harem
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,2017-10-12,6.4,838,Comedy
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,2017-10-12,6.4,838,Romance
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,2017-10-12,6.4,838,Ecchi
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,2017-10-12,6.4,838,School
Catman Series III,2008-03-01,6.4,9336,Comedy
Catman Series III,2008-03-01,6.4,9336,Fantasy
Catman Series III,2008-03-01,6.4,9336,Slice of Life
Choegang Habche: Mix Master,2010-05-26,6.4,11258,Adventure
Choegang Habche: Mix Master,2010-05-26,6.4,11258,Fantasy
Xiong Chumo,2012-01-22,4.64,14021,Comedy
Xiong Chumo,2012-01-22,4.64,14021,Kids
Yowai Robot to 10 no Story Project,2016-03-22,5.19,15127,Kids
Zetsumetsu Kigu Shoujo: Amazing Twins,2014-02-26,6.41,4444,Magic
Zetsumetsu Kigu Shoujo: Amazing Twins,2014-02-26,6.41,4444,Slice of Life
Wo Jiao Bai Xiaofei,2015-04-16,6.41,9632,Action
Wo Jiao Bai Xiaofei,2015-04-16,6.41,9632,Comedy
Wo Jiao Bai Xiaofei,2015-04-16,6.41,9632,Horror
Youki ni Utaeba,1964-12-11,4.17,15884,Kids
Youki ni Utaeba,1964-12-11,4.17,15884,Music
Tenkuu Senki Shurato Recaps,1989-12-07,6.41,11668,Action
Tenkuu Senki Shurato Recaps,1989-12-07,6.41,11668,Magic
Tenkuu Senki Shurato Recaps,1989-12-07,6.41,11668,Fantasy
Tenkuu Senki Shurato Recaps,1989-12-07,6.41,11668,Shounen
Zero Tester: Chikyuu wo Mamore!,1974-06-24,5.12,12260,Action
Zero Tester: Chikyuu wo Mamore!,1974-06-24,5.12,12260,Adventure
Zero Tester: Chikyuu wo Mamore!,1974-06-24,5.12,12260,Mecha
Zero Tester: Chikyuu wo Mamore!,1974-06-24,5.12,12260,Sci-Fi
Zenryoku Yobikou 5.5 Seminar Prologue,2015-07-20,4.74,13779,Comedy
Zenryoku Yobikou 5.5 Seminar Prologue,2015-07-20,4.74,13779,Parody
Zenryoku Yobikou 5.5 Seminar Prologue,2015-07-20,4.74,13779,School
Zenryoku Yobikou 5.5 Seminar,2015-07-20,5.34,14246,Comedy
Zenryoku Yobikou 5.5 Seminar,2015-07-20,5.34,14246,Parody
Zenryoku Yobikou 5.5 Seminar,2015-07-20,5.34,14246,School
Zenmaiji-kake no Truffe,2014-03-28,4.71,14436,Fantasy
Zenmai Zamurai,2006-04-03,5.3,11986,Comedy
Zenmai Zamurai,2006-04-03,5.3,11986,Kids
Zen-chan Two-chan,1969-10-20,4.83,16075,Kids
Zannen na Ikimono Jiten,2018-08-06,5.32,13367,Comedy
Zannen na Ikimono Jiten,2018-08-06,5.32,13367,Slice of Life
Yuuyake Banchou,1968-09-30,5.88,12460,Action
Yuuwaku★Office Lover 2,2017-12-26,5.61,9914,Drama
Yuuwaku★Office Lover 2,2017-12-26,5.61,9914,Romance
Yuusei Kamen,1966-06-03,5.71,12265,Sci-Fi
Yuuki no Hana ga Hiraku Toki: Yanase Takashi to Anpanman no Monogatari,2019-02-10,8.0,15599,Drama
Yuuki no Hana ga Hiraku Toki: Yanase Takashi to Anpanman no Monogatari,2019-02-10,8.0,15599,Kids
Yuuki Aru Hotaru to Tobe Nai Hotaru,1990-01-01,7.6,15573,Drama
Yuukai Boushi Animation Eiga: Akazukin-chan Chanto Check,2003-01-01,7.67,15871,Kids
Yurumi to Shimeru,2008-04-03,4.75,14290,Sci-Fi
Yurumi to Shimeru,2008-04-03,4.75,14290,Comedy
Yumi-chan no Hikkoshi: Sayonara Tsutomu-kun,1976-10-01,4.96,15702,Music
Yumi-chan no Hikkoshi: Sayonara Tsutomu-kun,1976-10-01,4.96,15702,Kids
Yumekui Shoujo,2017-11-01,5.22,16161,Music
Yumekui Shoujo,2017-11-01,5.22,16161,Fantasy
Yumehito: Yumejin,2007-08-01,5.12,15724,Music
Yumehito: Yumejin,2007-08-01,5.12,15724,Kids
"Yume, Sora Takaku",2001-01-01,6.91,15128,Drama
"Yume, Sora Takaku",2001-01-01,6.91,15128,Kids
Yume wo Kanaeru Zou,2009-01-13,5.63,12264,Comedy
Yume no Tochuu de,2017-08-01,5.46,15531,Kids
Yume no Tochuu de,2017-08-01,5.46,15531,Music
Yume no Mahou,1996-04-04,5.11,16179,Kids
Yume no Mahou,1996-04-04,5.11,16179,Music
Yume no Kawa,2012-08-01,5.38,15664,Music
"Yume Miru, Anime: on-chan",2008-01-18,6.28,12930,Comedy
Yume Miru Koneko,1983-08-01,4.93,15885,Kids
Yume Miru Koneko,1983-08-01,4.93,15885,Music
Yume Miru Koneko,1983-08-01,4.93,15885,Parody
Yume Kyuukou de 15-bu,1983-10-06,4.77,16064,Kids
Yume Kyuukou de 15-bu,1983-10-06,4.77,16064,Music
Yume Hakonda Randoseru,2017-02-02,4.41,15142,Music
Yume Hakonda Randoseru,2017-02-02,4.41,15142,Slice of Life
Yume Hakonda Randoseru,2017-02-02,4.41,15142,Kids
Yukiwatari,1994-07-16,6.02,12337,Fantasy
Yukiguni no Oujisama,1985-12-21,5.85,13603,Slice of Life
Yukidaruma Kazoku,2014-12-01,5.03,14771,Music
Yukidaruma Kazoku,2014-12-01,5.03,14771,Kids
Yuki no Joou,1978-01-01,5.63,13846,Fantasy
Yuki Matsuri,1984-12-03,4.77,15209,Kids
Yuki Matsuri,1984-12-03,4.77,15209,Music
Yuke! Shouei-kun,2012-02-10,4.64,13963,Comedy
Yukai na Mezamashi Tokei,1974-04-04,4.0,15690,Music
Yukai na Mezamashi Tokei,1974-04-04,4.0,15690,Kids
Yukai na Animal Bus 2nd Season,2017-07-02,5.53,14943,Comedy
Yukai na Animal Bus 2nd Season,2017-07-02,5.53,14943,Kids
Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka,2019-12-13,6.13,12250,Comedy
Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka,2019-12-13,6.13,12250,Demons
Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka,2019-12-13,6.13,12250,Kids
Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka,2019-12-13,6.13,12250,Supernatural
Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka,2019-12-13,6.13,12250,School
Youkai Ningen Bem: Part II,1992-10-21,5.53,14023,Demons
Youkai Ningen Bem: Part II,1992-10-21,5.53,14023,Horror
Yot-chan no Fushigina Crayon,2004-01-01,6.33,15804,Fantasy
Yot-chan no Fushigina Crayon,2004-01-01,6.33,15804,Kids
Yoshimoto Muchikko Monogatari,1998-10-26,4.74,13696,Comedy
Yoshida no Time Slip Fumai-kou,2018-04-01,4.52,13826,Historical
Yoshida no Time Slip Fumai-kou,2018-04-01,4.52,13826,Parody
Yorugao,2019-08-02,4.77,16001,Kids
Yorugao,2019-08-02,4.77,16001,Music
Yoshida no Matsue Beauty Daisakusen,2017-03-16,5.52,13161,Comedy
Yoshida no Matsue Beauty Daisakusen,2017-03-16,5.52,13161,Parody
Yoninme no Ousama,1967-08-07,3.94,15548,Music
Yoninme no Ousama,1967-08-07,3.94,15548,Kids
Yongshi,2007-01-01,6.57,14452,Historical
Yongshi,2007-01-01,6.57,14452,Martial Arts
Yong Zhe Da Mao Xian 2nd Season,2016-03-25,7.0,12835,Adventure
Yong Zhe Da Mao Xian 2nd Season,2016-03-25,7.0,12835,Fantasy
Yong Zhe Da Mao Xian,2015-03-31,6.86,11351,Adventure
Yong Zhe Da Mao Xian,2015-03-31,6.86,11351,Fantasy
Yoligongju Loopy,2012-01-01,5.33,14001,Kids
